"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"66","Bilocale Briga Marina, Briga - Ponte Schiavo, Messina","380.0","2","70.0","nan","2"
"67","Trilocale via Antonio Salandra 19, Quartiere Americano, Messina","450.0","3","60.0","nan","2"
"68","Quadrilocale via Francesco Denaro, Ganzirri, Messina","800.0","4","115.0","2","2"
"69","Bilocale via Giuseppe Garibaldi 150, Garibaldi, Messina","800.0","2","95.0","nan","2"
"70","Quadrilocale via Antonio Canova 8, Garibaldi, Messina","800.0","4","130.0","2","2"
"71","Trilocale via Consolare Pompea 419, Litoranea - Panoramica, Messina","nan","3","62.0","nan","2"
"72","Appartamento via tranquilla 11, Provinciale, Messina","220.0","5+","20.0","nan","2"
"73","Monolocale viale principe umberto 40, Principe Umberto, Messina","600.0","nan","65.0","nan","2"
"74","Quadrilocale largo Seggiola, Battisti - Avignone, Messina","2500.0","4","165.0","3+","2"
"75","Trilocale via Eduardo Giacomo Boner ,, Garibaldi, Messina","550.0","3","65.0","nan","2"
"76","Trilocale via Lungomare 67, Ortoliuzzo - San Saba, Messina","nan","3","55.0","nan","2"
"77","Appartamento via argentieri 32, Centro Storico, Messina","nan","5+","390.0","3","2"
"78","Appartamento via Nina da Messina sn, Garibaldi, Messina","950.0","5","179.0","2","2"
"79","Trilocale via dei Mille 243, San Martino, Messina","950.0","3","110.0","nan","2"
"80","Monolocale viale Annunziata 110, Annunziata Bassa, Messina","350.0","nan","38.0","nan","2"
"81","Trilocale piazza Della Palestra Comunale, 57, Viale Italia - Montepiselli, Messina","600.0","3","85.0","nan","2"
"82","Quadrilocale via XXIV MAGGIO, 21, Centro Storico, Messina","850.0","4","117.0","2","2"
"83","Bilocale via Consolare Pompea 2061, Faro Superiore - Sperone, Messina","1200.0","2","80.0","nan","2"
"84","Quadrilocale via Centonze 25, San Martino, Messina","200.0","4","110.0","2","2"
"85","Quadrilocale via Dogali, San Martino, Messina","600.0","4","80.0","nan","2"
"86","Villa unifamiliare Strada Panoramica dello Stretto 1000, Litoranea - Panoramica, Messina","8000.0","5+","773.0","nan","2"
"87","Bilocale viale Annunziata 110, Annunziata Bassa, Messina","450.0","2","55.0","nan","2"
"88","Trilocale via stazione giampileri, Galati, Messina","600.0","3","201.0","nan","2"
"89","Appartamento buono stato, secondo piano, San Martino, Messina","1200.0","5+","220.0","3","2"
"90","Bilocale via Giuseppe Garibaldi, Libertà, Messina","550.0","2","68.0","nan","2"
"91","Quadrilocale via Nino Bixio, San Martino, Messina","800.0","4","154.0","2","2"
"92","Bilocale via Giuseppe Natoli 100, San Martino, Messina","520.0","2","80.0","nan","2"
"93","Appartamento via Maddalena, San Martino, Messina","650.0","5","140.0","2","2"
"94","Monolocale via Luigi Cadorna, Tirone, Messina","300.0","nan","25.0","nan","2"
"95","Bilocale piazza Duomo, Centro Storico, Messina","400.0","2","55.0","nan","2"
"96","Trilocale via Torre Bianca 6, Torre Faro, Messina","3500.0","3","70.0","nan","2"
"97","Attico via 27 Luglio 100, Battisti - Avignone, Messina","800.0","2","60.0","nan","2"
"98","Trilocale via Palermo, Giostra, Messina","400.0","3","95.0","nan","2"
"99","Bilocale strada provinciale 38, 20, Mili, Messina","370.0","2","55.0","nan","2"
"100","Bilocale via Gagini 6, Regina Margherita - Torrente Trapani, Messina","550.0","2","70.0","nan","2"
"101","Quadrilocale via dei Mille 89, San Martino, Messina","550.0","4","90.0","nan","1"
"102","Appartamento Strada Panoramica dello Stretto 574, Litoranea - Panoramica, Messina","700.0","5","160.0","2","1"
"103","Quadrilocale via Ettore Lombardo Pellegrino, 26, San Martino, Messina","850.0","4","140.0","2","1"
"104","Trilocale via Catania 469/Pal.Palano, Provinciale, Messina","700.0","3","115.0","nan","1"
"105","Quadrilocale via Geraci, Battisti - Avignone, Messina","700.0","4","110.0","nan","1"
"106","Trilocale discesa Corsari, Acqualadrone - Spartà, Messina","450.0","3","255.0","nan","1"
"107","Appartamento via del Vespro 98122 Messina Sicilia Italia, Centro Storico, Messina","4000.0","5+","400.0","2","1"
"108","Villa unifamiliare viale Boccetta ,, Regina Margherita - Torrente Trapani, Messina","6500.0","5+","800.0","3+","1"
"109","Trilocale via Pietro Castelli 9, Gravitelli, Messina","450.0","3","70.0","nan","1"
"110","Quadrilocale via nazionale , 81, Santa Margherita - Santo Stefano, Messina","500.0","4","120.0","2","1"
"111","Bilocale via Primo Palazzo, Torre Faro, Messina","1800.0","2","48.0","nan","1"
"112","Bilocale via degli Etruschi, Ganzirri, Messina","2200.0","2","71.0","nan","1"
"113","Bilocale via degli Etruschi, Ganzirri, Messina","700.0","2","50.0","nan","1"
"114","Bilocale via del Santo 45, Villaggio Santo, Messina","370.0","2","60.0","nan","1"
"115","Attico Strada Comunale Sperone 63, Faro Superiore - Sperone, Messina","250.0","4","95.0","2","1"
"116","Trilocale via Ugo Bassi 30, San Martino, Messina","1000.0","3","83.0","nan","1"
"117","Trilocale via Alfredo Cappellini 14, Regina Margherita - Torrente Trapani, Messina","600.0","3","95.0","nan","1"
"118","Bilocale via Ettore Lombardo Pellegrino ,, San Martino, Messina","600.0","2","80.0","nan","1"
"119","Quadrilocale via degli Orti 19, Gonzaga, Messina","650.0","4","105.0","2","1"
"120","Appartamento viale Regina Elena 107, Libertà, Messina","800.0","5","145.0","2","1"
