"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"551","Monolocale via Gabriele Jannelli 390, Rione Alto, Napoli","460.0","nan","27.0","nan","3"
"552","Palazzo - Edificio via Provinciale delle Puglie 302, Napoli","600.0","3","80.0","nan","3"
"553","Bilocale ottimo stato, terzo piano, Vasto, Napoli","750.0","2","90.0","nan","3"
"554","Trilocale Gradini San Nicola da Tolentino, Vomero, Napoli","1500.0","3","100.0","nan","3"
"555","Trilocale via Nuova Marina 1, Borgo Orefici, Napoli","650.0","3","60.0","nan","3"
"556","Bilocale viale Letizia, Colli Aminei - Capodimonte, Napoli","850.0","2","90.0","nan","3"
"557","Appartamento viale Maria Cristina di Savoia 45, Vomero, Napoli","1800.0","5","120.0","2","3"
"558","Trilocale via Concordia 11, Quartieri Spagnoli, Napoli","700.0","3","70.0","nan","3"
"559","Bilocale via Ascensione 5, Chiaia, Napoli","1500.0","2","60.0","nan","3"
"560","Quadrilocale piazza della Sanità, Sanità, Napoli","100.0","4","140.0","nan","3"
"561","Trilocale via San Giacomo dei Capri 156, Rione Alto, Napoli","900.0","3","85.0","nan","3"
"562","Bilocale traversa 1 Detta Casilli 5, Secondigliano, Napoli","500.0","2","70.0","nan","3"
"563","Bilocale via Egiziaca a Pizzofalcone 97, Monte di Dio, Napoli","1300.0","2","70.0","nan","3"
"564","Trilocale corso Vittorio Emanuele 74, Mergellina - Piedigrotta, Napoli","1200.0","3","90.0","2","3"
"565","Appartamento via Bernardo Cavallino, Zona Ospedaliera, Napoli","400.0","5","150.0","2","3"
"566","Appartamento via Orazio 70, Posillipo, Napoli","1800.0","5","130.0","2","3"
"567","Bilocale via Edoardo Massari 54, Arenella, Napoli","700.0","2","55.0","nan","3"
"568","Bilocale via Francesco Girardi, Monte Santo, Napoli","650.0","2","70.0","nan","3"
"569","Trilocale via Madonna delle Grazie 5b, Piscinola, Napoli","500.0","3","80.0","nan","3"
"570","Villa plurifamiliare via Marano Pianura 30, Pianura, Napoli","3000.0","nan","1.0","nan","3"
"571","Loft via Francesco Saverio Correra 1, Monte Santo, Napoli","500.0","2","40.0","nan","3"
"572","Palazzo - Edificio via Manzoni 44,, Napoli","550.0","2","40.0","nan","3"
"573","Quadrilocale via Michelangelo da Caravaggio 30, Soccavo, Napoli","1350.0","4","110.0","2","3"
"574","Trilocale via Santa Caterina da Siena 9, Monte di Dio, Napoli","1200.0","3","50.0","nan","3"
"575","Trilocale via John Fitzgerald Kennedy, Fuorigrotta, Napoli","950.0","3","80.0","nan","3"
"576","Bilocale traversa 2 Macello 12, Poggioreale, Napoli","550.0","2","70.0","nan","4"
"577","Monolocale corso Giuseppe Garibaldi 174, Tribunali, Napoli","495.0","nan","15.0","nan","4"
"578","Bilocale Calata Ponticello a Marechiaro 6, Marechiaro, Napoli","1500.0","2","80.0","nan","4"
"579","Trilocale via Bari 71, Vasto, Napoli","800.0","3","105.0","nan","4"
"580","Trilocale traversa Cavalleggeri d'Aosta 1, Fuorigrotta, Napoli","880.0","3","100.0","nan","4"
"581","Attico viale Antonio Gramsci, Mergellina - Piedigrotta, Napoli","2500.0","2","60.0","2","4"
