"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"1754","Bilocale viale Regina Margherita,96, Salario - Porta Pia, Roma","2450.0","2","50.0","nan","2"
"1755","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","2"
"1756","Appartamento ottimo stato, primo piano, Vigna Clara - Vigna Stelluti, Roma","2000.0","5","174.0","2","2"
"1757","Bilocale viale dello Scalo San Lorenzo,38, San Lorenzo, Roma","1800.0","2","90.0","nan","2"
"1758","Trilocale viale delle Milizie,100, Mazzini - Delle Vittorie, Roma","3500.0","3","100.0","2","2"
"1759","Bilocale via Tirso,111, Salario - Porta Pia, Roma","2800.0","2","50.0","nan","2"
"1760","Bilocale Borgo Vittorio,27, Borgo, Roma","2000.0","2","50.0","nan","2"
"1761","Bilocale vicolo di San Francesco a Ripa ,20, Trastevere, Roma","2500.0","2","58.0","nan","2"
"1762","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","2"
"1763","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","2"
"1764","Quadrilocale via Bernardino Telesio,14, Piazzale degli Eroi, Roma","3200.0","4","100.0","2","2"
"1765","Monolocale viale Parioli,101, Parioli, Roma","1200.0","nan","40.0","nan","2"
"1766","Bilocale via Flaminia,16, Flaminio, Roma","2800.0","2","80.0","nan","2"
"1767","Bilocale via Sora,23, Campo de' Fiori, Roma","2000.0","2","45.0","nan","2"
"1768","Trilocale via Aurelia,176, Gregorio VII - Piccolomini, Roma","5000.0","3","80.0","nan","2"
"1769","Bilocale via Rialto,56, Cipro, Roma","1300.0","2","70.0","nan","2"
"1770","Bilocale via Gaetano Donizetti,22, Pinciano - Villa Ada, Roma","2000.0","2","50.0","nan","2"
"1771","Bilocale via Amedeo Avogadro,104, Marconi, Roma","1235.0","2","50.0","nan","2"
"1772","Bilocale via Amedeo Avogadro,104, Marconi, Roma","1205.0","2","50.0","nan","2"
"1773","Trilocale via Ugo de Carolis,99, Balduina, Roma","1800.0","3","100.0","2","2"
"1774","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","2"
"1775","Monolocale via del Boccaccio,8, Barberini, Roma","2200.0","nan","35.0","nan","2"
"1776","Bilocale via Fidenza,27, Re di Roma, Roma","2250.0","2","50.0","nan","1"
"1777","Monolocale via Fratelli Ruspoli,2, Pinciano - Villa Ada, Roma","1100.0","nan","40.0","nan","1"
"1778","Bilocale via Candia,50, Cipro, Roma","2450.0","2","50.0","nan","1"
"1779","Trilocale via Flavia,93, Sallustiano, Roma","3200.0","3","50.0","nan","1"
"1780","Bilocale via Archimede,143, Euclide, Roma","2900.0","2","80.0","2","1"
"1781","Bilocale via Carlo Conti Rossini,26, Navigatori, Roma","1300.0","2","72.0","nan","1"
"1782","Bilocale via Ettore Rolli,30, Trastevere, Roma","1400.0","2","70.0","nan","1"
"1783","Appartamento via Paolo Emilio,71, Prati, Roma","7500.0","5+","200.0","3","1"
"1784","Quadrilocale via Castelfidardo,60, Castro Pretorio, Roma","3500.0","4","120.0","2","1"
"1785","Bilocale via della Fonte D'Olio,1, Trastevere, Roma","2600.0","2","50.0","nan","1"
"1786","Trilocale via Flavia,93, Sallustiano, Roma","5000.0","3","50.0","2","1"
"1787","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","1"
"1788","Quadrilocale via Dandolo,24, Trastevere, Roma","6000.0","4","50.0","3","1"
"1789","Bilocale via Bernardino Telesio,14, Piazzale degli Eroi, Roma","1800.0","2","nan","nan","1"
"1790","Bilocale via della Frezza,48, Piazza del Popolo, Roma","2500.0","2","45.0","nan","1"
"1791","Monolocale via del Vantaggio,24, Piazza del Popolo, Roma","1550.0","nan","50.0","nan","1"
"1792","Quadrilocale via Flavia,93, Sallustiano, Roma","6000.0","4","50.0","2","1"
"1793","Bilocale via Homs,14, Africano - Villa Chigi, Roma","1450.0","2","45.0","nan","1"
"1794","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","1"
"1795","Trilocale via Giuseppe Giulietti,2, Ostiense, Roma","2800.0","3","50.0","nan","1"
"1796","Trilocale via Duccio Galimberti ,10, Balduina, Roma","1600.0","3","80.0","nan","1"
"1797","Bilocale via Oderisi da Gubbio,18, Marconi, Roma","1350.0","2","73.0","nan","1"
"1798","Monolocale via Degli Orti d'Alibert,4, Trastevere, Roma","875.0","nan","25.0","nan","1"
"1799","Bilocale via della Cava Aurelia ,82, Gregorio VII - Piccolomini, Roma","2200.0","2","65.0","nan","1"
"1800","Bilocale via Costantino Beltrami, San Saba - Caracalla, Roma","830.0","2","45.0","nan","1"
"1801","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","1"
"1802","Bilocale via Pietro Adami,36, Torrevecchia, Roma","1400.0","2","55.0","nan","1"
"1803","Bilocale vicolo del Bologna,86, Trastevere, Roma","3500.0","2","50.0","nan","1"
"1804","Trilocale via Flavia,93, Sallustiano, Roma","3500.0","3","50.0","nan","1"
"1805","Bilocale via Flavia,93, Sallustiano, Roma","3900.0","2","50.0","nan","1"
"1806","Bilocale via Alberto Pollio,40, Casal Bertone, Roma","1250.0","2","78.0","nan","1"
"1807","Bilocale via Flavia,93, Sallustiano, Roma","5000.0","2","50.0","nan","1"
"1808","Trilocale via di San Nicola da Tolentino,45, Barberini, Roma","2650.0","3","81.0","2","1"
"1809","Trilocale via dei Crociferi,18, Trevi, Roma","3500.0","3","50.0","nan","1"
"1810","Bilocale via Flaminia,36, Flaminio, Roma","2800.0","2","50.0","nan","1"
"1811","Trilocale vicolo di Montevecchio,2, Piazza Navona, Roma","3500.0","3","90.0","3","1"
"1812","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","1"
"1813","Trilocale via della Camilluccia,741, Camilluccia - Farnesina, Roma","6900.0","3","150.0","3","1"
"1814","Trilocale piazza Albania,35, Aventino, Roma","4500.0","3","50.0","2","1"
"1815","Trilocale viale dello Scalo San Lorenzo,47, San Lorenzo, Roma","1600.0","3","70.0","nan","1"
"1816","Bilocale via Sinuessa,15, San Giovanni, Roma","2100.0","2","60.0","nan","1"
"1817","Trilocale via Dandolo,19, Trastevere, Roma","3700.0","3","120.0","nan","1"
"1818","Bilocale via la Spezia,81, San Giovanni, Roma","1500.0","2","64.0","nan","1"
