"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"155","Trilocale piazza Sant'Antonio 34, Centro Storico, Catania","450.0","3","80.0","nan","0"
"156","Bilocale via del Principe, Domenico Tempio - Porto, Catania","300.0","2","56.0","nan","0"
"157","Trilocale via Canfora 26, Borgo, Catania","700.0","3","100.0","2","0"
"158","Appartamento in villa via Alalunga 4, Villaggio Paradiso, Catania","5000.0","3","120.0","nan","0"
"159","Quadrilocale via Vittorio Emanuele II 151, Centro Storico, Catania","700.0","4","100.0","nan","0"
"160","Bilocale via Vittorio Emanuele II 359, Centro Storico, Catania","600.0","2","45.0","nan","0"
"161","Quadrilocale via Veglia 1, Picanello, Catania","650.0","4","200.0","nan","0"
"162","Quadrilocale via Ughetti 10, Villa Bellini - Santa Maria di Gesù, Catania","350.0","4","100.0","2","0"
"163","Loft via Teocrito 14, Corso Sicilia - Fiera, Catania","470.0","2","40.0","nan","0"
"164","Monolocale piazza Corsica 13, Corso Italia - Europa, Catania","350.0","nan","35.0","nan","0"
"165","Bilocale via San Gaetano 2, Centro Storico, Catania","500.0","2","100.0","nan","0"
"166","Trilocale viale della Libertà, Libertà - Stazione, Catania","450.0","3","95.0","nan","0"
"167","Palazzo - Edificio via Antonino di Sangiuliano 256, Centro Storico, Catania","2000.0","nan","150.0","nan","0"
"168","Bilocale via di Bella 21, Centro Storico, Catania","500.0","2","70.0","nan","0"
"169","Trilocale via del Rotolo 40, Rotolo, Catania","800.0","3","100.0","nan","0"
"170","Appartamento in villa via del Tavoliere 10, Cittadella - Policlinico, Catania","570.0","2","70.0","nan","0"
"171","Quadrilocale corso Delle Province 20, Corso Italia - Europa, Catania","800.0","4","130.0","2","0"
"172","Attico via Puleo 19, Borgo, Catania","350.0","nan","40.0","nan","0"
"173","Bilocale via Casa del Mutilato 11, Centro Storico, Catania","900.0","2","89.0","nan","0"
"174","Attico via Suor Maria Mazzarello, Province - Veneto, Catania","1200.0","2","70.0","nan","0"
