"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"232","Monolocale via Marco Emilio Lepido,128, Borgo Panigale, Bologna","1300.0","nan","50.0","nan","0"
"233","Bilocale via Pellegrino Matteucci,20, Murri, Bologna","1400.0","2","42.0","nan","0"
"234","Bilocale via Guglielmo Marconi,65, Marconi, Bologna","1785.0","2","65.0","nan","0"
"235","Bilocale via Piero Gobetti,50, Bolognina, Bologna","1500.0","2","50.0","nan","0"
"236","Trilocale via de' Coltelli,19, Santo Stefano, Bologna","2100.0","3","60.0","nan","0"
"237","Monolocale via Barberia,22, Saragozza dentro le Mura, Bologna","900.0","nan","15.0","nan","0"
"238","Bilocale Strada Maggiore,51, Santo Stefano, Bologna","1450.0","2","50.0","nan","0"
"239","Monolocale via Ermete Zacconi,1, San Donato, Bologna","995.0","nan","30.0","nan","0"
"240","Monolocale via Marco Emilio Lepido,128, Borgo Panigale, Bologna","1000.0","nan","50.0","nan","0"
"241","Bilocale via Giuseppe Massarenti,254, Massarenti, Bologna","1700.0","2","60.0","nan","0"
"242","Bilocale via Gianni Palmieri,29, Massarenti, Bologna","1200.0","2","45.0","nan","0"
"243","Monolocale via Francesco Acri,17, San Vitale, Bologna","1200.0","nan","37.0","nan","0"
"244","Trilocale via Zaccherini Alvisi,3, Massarenti, Bologna","2000.0","3","103.0","2","0"
"245","Bilocale via Mario Fantin,25, Noce - Pescarola, Bologna","1400.0","2","45.0","nan","0"
"246","Monolocale via Marco Emilio Lepido,128, Borgo Panigale, Bologna","900.0","nan","50.0","nan","0"
"247","Bilocale via Guglielmo Marconi,65, Marconi, Bologna","1785.0","2","65.0","nan","0"
"248","Bilocale via Centotrecento,6, Irnerio, Bologna","1800.0","2","50.0","nan","0"
"249","Monolocale via Zamboni,59, San Vitale, Bologna","2000.0","nan","35.0","nan","0"
"250","Monolocale via Alessandro Stoppato,13, Corticella, Bologna","1100.0","nan","50.0","nan","0"
"251","Quadrilocale via del Borgo di San Pietro,74, Irnerio, Bologna","3155.0","4","140.0","2","2"
"252","Trilocale via dell'Indipendenza,24, Centro Storico, Bologna","3155.0","3","90.0","2","2"
"253","Monolocale via Broccaindosso,44, San Vitale, Bologna","1240.0","nan","28.0","nan","2"
"254","Bilocale via Giuseppe Massarenti,254, Massarenti, Bologna","1600.0","2","55.0","nan","2"
"255","Monolocale via Zamboni,59, San Vitale, Bologna","2000.0","nan","35.0","nan","2"
"256","Bilocale via della Beverara,226, Noce - Pescarola, Bologna","1430.0","2","40.0","nan","2"
"257","Monolocale via del Pratello,89, San Felice, Bologna","1300.0","nan","40.0","nan","2"
"258","Bilocale via Monaldo Calari,9, San Felice, Bologna","1350.0","2","40.0","nan","2"
"259","Bilocale Galleria del Toro,3, Centro Storico, Bologna","1795.0","2","50.0","nan","2"
