"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"109","Quadrilocale Stradello Moneglia, Ospedale - Volturno, Parma","1200.0","4","140.0","2","2"
"110","Bilocale ottimo stato, Baganzola - Aeroporto, Parma","600.0","2","50.0","nan","2"
"111","Bilocale Borgo Del Correggio, Centro Storico, Parma","870.0","2","64.0","nan","2"
"112","Trilocale via Nello Brambilla, Stadio - Cittadella, Parma","1050.0","3","80.0","nan","2"
"113","Appartamento via Inigo Campioni 23, Montanara - Cinghio, Parma","1200.0","5","115.0","nan","2"
"114","Bilocale via Costituente, Parco Ducale - Oltretorrente, Parma","520.0","2","50.0","nan","2"
"115","Monolocale buono stato, piano terra, Vigatto, Parma","500.0","nan","29.0","nan","2"
"116","Appartamento via La Spezia, Ospedale - Volturno, Parma","1100.0","5","140.0","2","2"
"117","Quadrilocale Strada Collegio dei Nobili, 3, Centro Storico, Parma","1600.0","4","190.0","2","2"
"118","Trilocale via Giuseppe Verdi, Centro Storico, Parma","1250.0","3","120.0","2","2"
"119","Trilocale buono stato, Baganzola - Aeroporto, Parma","650.0","3","70.0","2","2"
"120","Quadrilocale via Torrente Gotra, Montanara - Cinghio, Parma","750.0","4","80.0","nan","2"
"121","Bilocale ottimo stato, piano rialzato, Montanara - Cinghio, Parma","700.0","2","45.0","nan","2"
"122","Loft via guido gonella , 3, Stadio - Cittadella, Parma","3000.0","4","180.0","2","2"
"123","Bilocale Borgo Santo Spirito, Parco Ducale - Oltretorrente, Parma","nan","2","65.0","nan","2"
"124","Appartamento Strada Carlo Pisacane, Centro Storico, Parma","1600.0","5","160.0","2","2"
"125","Trilocale ottimo stato, primo piano, San Leonardo, Parma","850.0","3","110.0","nan","2"
"126","Bilocale Strada Felice Cavallotti, Centro Storico, Parma","550.0","2","42.0","nan","4"
"127","Trilocale buono stato, primo piano, San Prospero, Parma","750.0","3","140.0","2","4"
"128","Appartamento via Alfredo Catalani, San Lazzaro, Parma","2200.0","5","195.0","2","4"
"129","Quadrilocale Strada Abbeveratoia, Ospedale - Volturno, Parma","700.0","4","95.0","nan","4"
"130","Quadrilocale Strada Abbeveratoia, Ospedale - Volturno, Parma","700.0","4","95.0","nan","4"
"131","Trilocale ottimo stato, terzo piano, Centro Storico, Parma","1500.0","3","160.0","2","4"
"132","Trilocale via Volturno 9, Ospedale - Volturno, Parma","700.0","3","80.0","nan","4"
"133","Bilocale ottimo stato, piano terra, San Leonardo, Parma","750.0","2","70.0","nan","4"
"134","Appartamento Strada Giuseppe Mazzini, Centro Storico, Parma","1600.0","5+","155.0","3","4"
"135","Bilocale via La Spezia, Ospedale - Volturno, Parma","550.0","2","45.0","nan","4"
"136","Bilocale ottimo stato, San Prospero, Parma","600.0","2","63.0","2","4"
"137","Quadrilocale viale toschi, Centro Storico, Parma","800.0","4","90.0","nan","4"
"138","Bilocale ottimo stato, piano terra, Stadio - Cittadella, Parma","500.0","2","50.0","nan","4"
"139","Quadrilocale via Emilio Lepido, San Lazzaro, Parma","325.0","4","105.0","nan","4"
"140","Trilocale Strada Antonio Zarotto, Stadio - Cittadella, Parma","680.0","3","75.0","nan","4"
"141","Monolocale Borgo San Giuseppe, Parco Ducale - Oltretorrente, Parma","620.0","nan","30.0","nan","4"
"142","Monolocale Borgo Carissimi 16, Centro Storico, Parma","550.0","nan","25.0","nan","4"
"143","Quadrilocale cittadella, Stadio - Cittadella, Parma","900.0","4","110.0","nan","4"
"144","Trilocale ottimo stato, terzo piano, Centro Storico, Parma","1200.0","3","140.0","2","4"
"145","Appartamento via Usiglio, San Lazzaro, Parma","1100.0","5","110.0","nan","4"
"146","Trilocale Borgo Pietro Cocconi 18, Parco Ducale - Oltretorrente, Parma","700.0","3","80.0","nan","4"
"147","Trilocale ottimo stato, piano rialzato, Villetta, Parma","1200.0","3","100.0","nan","4"
"148","Bilocale via torelli, Stadio - Cittadella, Parma","750.0","2","55.0","nan","4"
"149","Appartamento Strada Matteo Renato Imbriani 67, Parco Ducale - Oltretorrente, Parma","650.0","nan","75.0","nan","4"
"150","Bilocale buono stato, piano rialzato, Stadio - Cittadella, Parma","1000.0","2","75.0","nan","4"
"151","Open space Borgo Salnitrara 2, Centro Storico, Parma","350.0","nan","35.0","2","R"
"152","Bilocale piazzale Santa Croce, Parco Ducale - Oltretorrente, Parma","670.0","2","55.0","nan","R"
"153","Trilocale via La Spezia 25, Ospedale - Volturno, Parma","640.0","3","75.0","nan","R"
"154","Mansarda ottimo stato, 145 m², San Pancrazio, Parma","1150.0","4","145.0","3","R"
"155","Monolocale ottimo stato, primo piano, Botteghino - Pilastrello, Parma","470.0","nan","38.0","nan","R"
"156","Bilocale piazza Duomo, Centro Storico, Parma","550.0","2","60.0","nan","R"
"157","Bilocale ottimo stato, piano terra, Stadio - Cittadella, Parma","850.0","2","70.0","nan","R"
"158","Quadrilocale ottimo stato, terzo piano, Centro Storico, Parma","1200.0","4","145.0","nan","R"
"159","Appartamento Borgo Del Parmigianino, Centro Storico, Parma","1200.0","5+","178.0","nan","R"
"160","Trilocale ottimo stato, terzo piano, Centro Storico, Parma","1300.0","3","100.0","2","R"
"161","Bilocale via Alexander Fleming, Ospedale - Volturno, Parma","1000.0","2","60.0","nan","R"
"162","Trilocale viale Gorizia, Parco Ducale - Oltretorrente, Parma","550.0","3","55.0","nan","R"
"163","Villa bifamiliare via Francesco Zanetti, Ospedale - Volturno, Parma","2000.0","5+","340.0","3","R"
"164","Quadrilocale via Enrico Sartori, Pablo - Prati Bocchi, Parma","800.0","4","100.0","nan","R"
"165","Bilocale via Strela, Ospedale - Volturno, Parma","1000.0","2","60.0","nan","R"
"166","Mansarda via Umberto Benassi 7, Parco Ducale - Oltretorrente, Parma","570.0","2","51.0","nan","R"
"167","Bilocale viale Piacenza, Pablo - Prati Bocchi, Parma","850.0","2","40.0","nan","R"
"168","Bilocale Strada Nino Bixio 88, Parco Ducale - Oltretorrente, Parma","1400.0","2","65.0","nan","R"
"169","Bilocale Strada Ospizi Civili, Centro Storico, Parma","1350.0","2","40.0","nan","R"
"170","Quadrilocale viale dei Mille, Ospedale - Volturno, Parma","1400.0","4","150.0","2","R"
"171","Bilocale ospedale maggiore, Villetta, Parma","670.0","2","55.0","nan","R"
"172","Appartamento Borgo della Posta, Centro Storico, Parma","1570.0","5","130.0","nan","R"
"173","Trilocale via Emilia Est 21, San Lazzaro, Parma","680.0","3","90.0","nan","R"
"174","Trilocale via Volturno, Ospedale - Volturno, Parma","550.0","3","75.0","nan","R"
"175","Bilocale via Fratelli Amoretti, San Pancrazio, Parma","850.0","2","55.0","nan","R"
"176","Monolocale via Emilia Est, San Lazzaro, Parma","350.0","nan","40.0","nan","2"
"177","Trilocale ottimo stato, primo piano, Centro Storico, Parma","1300.0","3","110.0","2","2"
"178","Trilocale via Montebello, Stadio - Cittadella, Parma","1000.0","3","70.0","nan","2"
"179","Trilocale ottimo stato, terzo piano, Centro Storico, Parma","1500.0","3","150.0","2","2"
"180","Bilocale Strada Costituente, Parco Ducale - Oltretorrente, Parma","750.0","2","63.0","nan","2"
"181","Quadrilocale via Gerolamo Cardano, Ospedale - Volturno, Parma","900.0","4","85.0","nan","2"
"182","Monolocale viale Arturo Toscanini, Centro Storico, Parma","390.0","nan","40.0","nan","2"
"183","Monolocale via Xx Settembre 6, Centro Storico, Parma","1200.0","nan","50.0","nan","2"
